id,element_id,element_type,country,unit_type,reason,keywords,details,timestamp,url,lat,lon
node/10651239221,10651239221,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526572,https://www.openstreetmap.org/node/10651239221,10.6887321,42.5875841
node/10651239175,10651239175,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526590,https://www.openstreetmap.org/node/10651239175,10.6777404,42.603476
node/10651239220,10651239220,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526608,https://www.openstreetmap.org/node/10651239220,10.6932688,42.5866372
node/10651239223,10651239223,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526626,https://www.openstreetmap.org/node/10651239223,10.6796242,42.5894859
node/10651239222,10651239222,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526644,https://www.openstreetmap.org/node/10651239222,10.684161,42.5885356
node/10651239217,10651239217,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526661,https://www.openstreetmap.org/node/10651239217,10.7069677,42.5837607
node/10651239174,10651239174,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526678,https://www.openstreetmap.org/node/10651239174,10.6731567,42.6044437
node/10651239219,10651239219,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526720,https://www.openstreetmap.org/node/10651239219,10.6978489,42.5856707
node/10651239218,10651239218,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526742,https://www.openstreetmap.org/node/10651239218,10.7023923,42.584718
node/10651239232,10651239232,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526761,https://www.openstreetmap.org/node/10651239232,10.703317,42.5777241
node/10651239202,10651239202,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526780,https://www.openstreetmap.org/node/10651239202,10.7060042,42.5907639
node/10651239201,10651239201,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526798,https://www.openstreetmap.org/node/10651239201,10.7014585,42.5917212
node/10651239198,10651239198,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526817,https://www.openstreetmap.org/node/10651239198,10.6878028,42.5945698
node/10651239197,10651239197,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526836,https://www.openstreetmap.org/node/10651239197,10.6832181,42.5955411
node/10651239200,10651239200,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526854,https://www.openstreetmap.org/node/10651239200,10.6969042,42.5926709
node/10651239199,10651239199,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526871,https://www.openstreetmap.org/node/10651239199,10.6923327,42.5936358
node/10651239194,10651239194,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526888,https://www.openstreetmap.org/node/10651239194,10.6868393,42.6015776
node/10651239196,10651239196,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526905,https://www.openstreetmap.org/node/10651239196,10.678688,42.5964891
node/10651239195,10651239195,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526923,https://www.openstreetmap.org/node/10651239195,10.6741122,42.5974324
node/10651239190,10651239190,node,Ethiopia,generator,Capacity regex no match,2500 kW,Tag 'generator:output:electricity' has value '2500 kW' which could not be parsed,2026-07-01 01:06:48.526941,https://www.openstreetmap.org/node/10651239190,10.7050636,42.5977717
way/931428402,931428402,way,Ethiopia,plant,Missing source tag,none,tags: {'power': 'plant'},2026-07-01 01:06:48.532595,https://www.openstreetmap.org/way/931428402,9.625444693582596,41.73513807488751
way/949769378,949769378,way,Ethiopia,plant,Missing output tag,none,"tags: {'area': 'yes', 'plant:source': 'hydro', 'power': 'plant', 'waterway': 'dam'}",2026-07-01 01:06:48.533403,https://www.openstreetmap.org/way/949769378,12.03403184922234,38.00637759008666
way/981043845,981043845,way,Ethiopia,plant,Missing output tag,none,"tags: {'area': 'yes', 'name': 'Genale–Dawa III Dam', 'plant:source': 'hydro', 'power': 'plant', 'waterway': 'dam'}",2026-07-01 01:06:48.533783,https://www.openstreetmap.org/way/981043845,5.611540179472277,39.69246361294946
way/1008647394,1008647394,way,Ethiopia,plant,Missing source tag,none,"tags: {'landuse': 'industrial', 'power': 'plant'}",2026-07-01 01:06:48.534090,https://www.openstreetmap.org/way/1008647394,9.045034892168799,38.7819361780156
way/1112234152,1112234152,way,Ethiopia,plant,Capacity placeholder value,yes,Tag 'plant:output:electricity' contains placeholder value 'yes' instead of actual capacity,2026-07-01 01:06:48.534435,https://www.openstreetmap.org/way/1112234152,7.112203258164795,38.40478145482896
way/1126869657,1126869657,way,Ethiopia,plant,Missing source tag,none,"tags: {'landuse': 'industrial', 'name': 'George Shoe', 'power': 'plant'}",2026-07-01 01:06:48.534595,https://www.openstreetmap.org/way/1126869657,8.596270435785756,39.10192169142424
way/1297735663,1297735663,way,Ethiopia,plant,Capacity placeholder value,yes,Tag 'plant:output:electricity' contains placeholder value 'yes' instead of actual capacity,2026-07-01 01:06:48.535176,https://www.openstreetmap.org/way/1297735663,7.2959847705982535,45.43454199041471
way/1462687338,1462687338,way,Ethiopia,plant,Missing output tag,none,"tags: {'plant:source': 'hydro', 'power': 'plant'}",2026-07-01 01:06:48.535731,https://www.openstreetmap.org/way/1462687338,7.838322162065421,37.326338567173714
way/1155972911,1155972911,way,Eritrea,plant,Missing output tag,none,"tags: {'plant:source': 'solar', 'power': 'plant'}",2026-07-01 01:07:44.042548,https://www.openstreetmap.org/way/1155972911,16.499316796469294,37.948966518415894
way/1216646984,1216646984,way,Eritrea,plant,Capacity placeholder value,yes,Tag 'plant:output:electricity' contains placeholder value 'yes' instead of actual capacity,2026-07-01 01:07:44.042820,https://www.openstreetmap.org/way/1216646984,15.420213835061524,38.92216575026366
way/1422601239,1422601239,way,Eritrea,plant,Capacity placeholder value,yes,Tag 'plant:output:electricity' contains placeholder value 'yes' instead of actual capacity,2026-07-01 01:07:44.042992,https://www.openstreetmap.org/way/1422601239,15.317591487490656,38.95717982818065
way/1424667712,1424667712,way,Eritrea,plant,Missing output tag,none,"tags: {'plant:source': 'solar', 'power': 'plant'}",2026-07-01 01:07:44.043158,https://www.openstreetmap.org/way/1424667712,15.01735408410107,38.87786436511612
way/1424667956,1424667956,way,Eritrea,plant,Missing output tag,none,"tags: {'plant:source': 'solar', 'power': 'plant'}",2026-07-01 01:07:44.043452,https://www.openstreetmap.org/way/1424667956,15.516827657182963,37.51498943256688
way/1424668767,1424668767,way,Eritrea,plant,Missing output tag,none,"tags: {'plant:source': 'solar', 'power': 'plant'}",2026-07-01 01:07:44.043737,https://www.openstreetmap.org/way/1424668767,14.906530133549177,38.4771370918581
way/1424669412,1424669412,way,Eritrea,plant,Missing output tag,none,"tags: {'plant:source': 'solar', 'power': 'plant'}",2026-07-01 01:07:44.044045,https://www.openstreetmap.org/way/1424669412,14.915469036179799,38.56601033387606
way/1424669995,1424669995,way,Eritrea,plant,Missing output tag,none,"tags: {'plant:source': 'solar', 'power': 'plant'}",2026-07-01 01:07:44.044217,https://www.openstreetmap.org/way/1424669995,15.186751864661833,38.816656189802096
node/3525138199,3525138199,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.139815,https://www.openstreetmap.org/node/3525138199,-1.3810502,36.6369575
node/3525138201,3525138201,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.139851,https://www.openstreetmap.org/node/3525138201,-1.383479,36.6372828
node/3525138218,3525138218,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.139875,https://www.openstreetmap.org/node/3525138218,-1.3757636,36.64131
node/703087629,703087629,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.139897,https://www.openstreetmap.org/node/703087629,-1.3809605,36.6351912
node/3525138204,3525138204,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.139917,https://www.openstreetmap.org/node/3525138204,-1.3829361,36.6389914
node/3525138209,3525138209,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.139936,https://www.openstreetmap.org/node/3525138209,-1.3859491,36.6381417
node/3525138212,3525138212,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.139954,https://www.openstreetmap.org/node/3525138212,-1.3898879,36.6376009
node/2666338701,2666338701,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.139973,https://www.openstreetmap.org/node/2666338701,-1.3800567,36.6349253
node/3076695662,3076695662,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.139992,https://www.openstreetmap.org/node/3076695662,-1.3945344,36.6368166
node/2666337950,2666337950,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140010,https://www.openstreetmap.org/node/2666337950,-1.3791101,36.6347215
node/3525138200,3525138200,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140027,https://www.openstreetmap.org/node/3525138200,-1.382339,36.6371734
node/3525138207,3525138207,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140044,https://www.openstreetmap.org/node/3525138207,-1.3809583,36.6403298
node/3525138208,3525138208,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140061,https://www.openstreetmap.org/node/3525138208,-1.3813634,36.6418819
node/3525138215,3525138215,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140079,https://www.openstreetmap.org/node/3525138215,-1.3777693,36.6387831
node/2666338700,2666338700,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140097,https://www.openstreetmap.org/node/2666338700,-1.3772868,36.633426
node/3525138217,3525138217,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140115,https://www.openstreetmap.org/node/3525138217,-1.3765951,36.6404634
node/3525138203,3525138203,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140133,https://www.openstreetmap.org/node/3525138203,-1.3841039,36.6382608
node/3525138206,3525138206,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140151,https://www.openstreetmap.org/node/3525138206,-1.3812822,36.6386531
node/3525138211,3525138211,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140170,https://www.openstreetmap.org/node/3525138211,-1.3880284,36.6375208
node/3076695661,3076695661,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140192,https://www.openstreetmap.org/node/3076695661,-1.393002,36.6366214
node/2666337949,2666337949,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140210,https://www.openstreetmap.org/node/2666337949,-1.3783245,36.6340938
node/3525138214,3525138214,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140227,https://www.openstreetmap.org/node/3525138214,-1.3783752,36.6378871
node/3525138216,3525138216,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140245,https://www.openstreetmap.org/node/3525138216,-1.3772029,36.6396453
node/3525138202,3525138202,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140262,https://www.openstreetmap.org/node/3525138202,-1.3846434,36.6370768
node/5540453959,5540453959,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140278,https://www.openstreetmap.org/node/5540453959,-1.390932,36.6373819
node/3525138210,3525138210,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140296,https://www.openstreetmap.org/node/3525138210,-1.3869823,36.6373774
node/3525138205,3525138205,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140314,https://www.openstreetmap.org/node/3525138205,-1.382088,36.6395915
node/5540453960,5540453960,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140331,https://www.openstreetmap.org/node/5540453960,-1.3918705,36.6368025
node/2093887616,2093887616,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140348,https://www.openstreetmap.org/node/2093887616,-1.3821322,36.6356762
node/3525138213,3525138213,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.140366,https://www.openstreetmap.org/node/3525138213,-1.3790971,36.6371511
relation/16545474,16545474,relation,Kenya,plant,Missing output tag,none,"tags: {'plant:method': 'photovoltaic', 'plant:source': 'solar', 'power': 'plant', 'type': 'multipolygon'}",2026-07-01 01:12:19.145841,https://www.openstreetmap.org/relation/16545474,3.69372115140093,34.87104106003093
node/5432934311,5432934311,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162498,https://www.openstreetmap.org/node/5432934311,2.4667117,36.7969063
node/5432934312,5432934312,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162530,https://www.openstreetmap.org/node/5432934312,2.467596,36.7972657
node/6068405800,6068405800,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162554,https://www.openstreetmap.org/node/6068405800,2.4684142,36.7971499
node/5432934313,5432934313,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162574,https://www.openstreetmap.org/node/5432934313,2.4694262,36.7971531
node/6068405799,6068405799,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162592,https://www.openstreetmap.org/node/6068405799,2.4702394,36.7970629
node/5432934314,5432934314,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162612,https://www.openstreetmap.org/node/5432934314,2.4712779,36.7971021
node/6068405798,6068405798,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162631,https://www.openstreetmap.org/node/6068405798,2.4721357,36.7970154
node/5432934315,5432934315,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162651,https://www.openstreetmap.org/node/5432934315,2.473151,36.7970458
node/6068405797,6068405797,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162669,https://www.openstreetmap.org/node/6068405797,2.4739845,36.7969917
node/5432934316,5432934316,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162706,https://www.openstreetmap.org/node/5432934316,2.474996,36.7969707
node/6068405796,6068405796,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162728,https://www.openstreetmap.org/node/6068405796,2.4758334,36.796968
node/5432934317,5432934317,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162749,https://www.openstreetmap.org/node/5432934317,2.4768437,36.7969599
node/6068405795,6068405795,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162768,https://www.openstreetmap.org/node/6068405795,2.4777139,36.7969205
node/5432934318,5432934318,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162787,https://www.openstreetmap.org/node/5432934318,2.4787141,36.7969358
node/5432935502,5432935502,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162805,https://www.openstreetmap.org/node/5432935502,2.4832401,36.7912683
node/5432935503,5432935503,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162826,https://www.openstreetmap.org/node/5432935503,2.4839583,36.7914185
node/5432935504,5432935504,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162844,https://www.openstreetmap.org/node/5432935504,2.4846684,36.7915955
node/5432935505,5432935505,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162863,https://www.openstreetmap.org/node/5432935505,2.4853665,36.7917095
node/5432935506,5432935506,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162884,https://www.openstreetmap.org/node/5432935506,2.4860618,36.7918999
node/5432935507,5432935507,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162903,https://www.openstreetmap.org/node/5432935507,2.4867585,36.7920287
node/5432935508,5432935508,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162925,https://www.openstreetmap.org/node/5432935508,2.4874459,36.7922151
node/5432935509,5432935509,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162944,https://www.openstreetmap.org/node/5432935509,2.4881788,36.7923304
node/5432935510,5432935510,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162962,https://www.openstreetmap.org/node/5432935510,2.488846,36.7925075
node/5432935511,5432935511,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162979,https://www.openstreetmap.org/node/5432935511,2.4895695,36.7926684
node/5432935512,5432935512,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.162997,https://www.openstreetmap.org/node/5432935512,2.4916945,36.7906809
node/5432935513,5432935513,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.163015,https://www.openstreetmap.org/node/5432935513,2.4924153,36.7907479
node/5432935514,5432935514,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.163032,https://www.openstreetmap.org/node/5432935514,2.4931469,36.7908123
node/5432935515,5432935515,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.163049,https://www.openstreetmap.org/node/5432935515,2.4938892,36.7908418
node/5432935516,5432935516,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.163066,https://www.openstreetmap.org/node/5432935516,2.494602,36.7909089
node/5432935517,5432935517,node,Kenya,generator,Capacity regex no match,850 kW,Tag 'generator:output:electricity' has value '850 kW' which could not be parsed,2026-07-01 01:12:19.163084,https://www.openstreetmap.org/node/5432935517,2.4953523,36.7909169
